Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Product_ID,Category,Sub_Category,Product_Name,Ship_Date,Country,City,State,Postal_Code,Region
CA-2017-104220,2017-01-30,BV-11245,Benjamin Venier,Corporate,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,2017-02-05,United States,Des Moines,Iowa,50315,Central
CA-2017-104220,2017-01-30,BV-11245,Benjamin Venier,Corporate,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,2017-02-05,United States,Des Moines,Iowa,50315,Central
CA-2017-104220,2017-01-30,BV-11245,Benjamin Venier,Corporate,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,2017-02-05,United States,Des Moines,Iowa,50315,Central
CA-2017-104220,2017-01-30,BV-11245,Benjamin Venier,Corporate,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2017-02-05,United States,Des Moines,Iowa,50315,Central
CA-2017-104220,2017-01-30,BV-11245,Benjamin Venier,Corporate,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,2017-02-05,United States,Des Moines,Iowa,50315,Central
CA-2017-104220,2017-01-30,BV-11245,Benjamin Venier,Corporate,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",2017-02-05,United States,Des Moines,Iowa,50315,Central
CA-2016-167584,2016-08-12,LC-16870,Lena Cacioppo,Consumer,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,2016-08-12,United States,Des Moines,Iowa,50315,Central
CA-2016-114482,2016-11-21,DM-13345,Denise Monton,Corporate,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,2016-11-25,United States,Des Moines,Iowa,50315,Central
CA-2016-114482,2016-11-21,DM-13345,Denise Monton,Corporate,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,2016-11-25,United States,Des Moines,Iowa,50315,Central
CA-2015-115924,2015-09-14,BE-11455,Brad Eason,Home Office,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,2015-09-18,United States,Des Moines,Iowa,50315,Central
US-2014-137869,2014-03-28,CV-12295,Christina VanderZanden,Consumer,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2014-04-02,United States,Des Moines,Iowa,50315,Central
US-2014-137869,2014-03-28,CV-12295,Christina VanderZanden,Consumer,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2014-04-02,United States,Des Moines,Iowa,50315,Central
CA-2016-128867,2016-11-03,CL-12565,Clay Ludtke,Consumer,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",2016-11-10,United States,Urbandale,Iowa,50322,Central
CA-2016-128867,2016-11-03,CL-12565,Clay Ludtke,Consumer,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2016-11-10,United States,Urbandale,Iowa,50322,Central
CA-2017-120327,2017-11-11,WB-21850,William Brown,Consumer,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",2017-11-16,United States,Urbandale,Iowa,50322,Central
CA-2016-160815,2016-09-05,TR-21325,Toby Ritter,Consumer,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,2016-09-06,United States,Cedar Rapids,Iowa,52402,Central
CA-2017-121678,2017-11-16,BM-11650,Brian Moss,Corporate,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,2017-11-20,United States,Elyria,Ohio,44035,East
CA-2015-169397,2015-12-24,JB-15925,Joni Blumstein,Consumer,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,2015-12-27,United States,Dublin,Ohio,43017,East
CA-2015-169397,2015-12-24,JB-15925,Joni Blumstein,Consumer,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",2015-12-27,United States,Dublin,Ohio,43017,East
CA-2015-169397,2015-12-24,JB-15925,Joni Blumstein,Consumer,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,2015-12-27,United States,Dublin,Ohio,43017,East
CA-2015-169397,2015-12-24,JB-15925,Joni Blumstein,Consumer,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",2015-12-27,United States,Dublin,Ohio,43017,East
CA-2015-169397,2015-12-24,JB-15925,Joni Blumstein,Consumer,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,2015-12-27,United States,Dublin,Ohio,43017,East
CA-2015-169397,2015-12-24,JB-15925,Joni Blumstein,Consumer,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2015-12-27,United States,Dublin,Ohio,43017,East
US-2017-164056,2017-04-29,FM-14215,Filia McAdams,Corporate,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",2017-05-04,United States,Dublin,Ohio,43017,East
CA-2017-158036,2017-09-08,DB-13555,Dorothy Badders,Corporate,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,2017-09-14,United States,Dublin,Ohio,43017,East
CA-2017-106831,2017-06-01,FH-14350,Fred Harton,Consumer,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",2017-06-03,United States,Dublin,Ohio,43017,East
CA-2017-106831,2017-06-01,FH-14350,Fred Harton,Consumer,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,2017-06-03,United States,Dublin,Ohio,43017,East
CA-2017-106831,2017-06-01,FH-14350,Fred Harton,Consumer,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,2017-06-03,United States,Dublin,Ohio,43017,East
CA-2017-111269,2017-06-16,CS-12355,Christine Sundaresam,Consumer,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,2017-06-18,United States,Dublin,Ohio,43017,East
CA-2017-111269,2017-06-16,CS-12355,Christine Sundaresam,Consumer,OFF-AR-10001427,Office Supplies,Art,Newell 330,2017-06-18,United States,Dublin,Ohio,43017,East
CA-2017-107503,2017-01-01,GA-14725,Guy Armstrong,Consumer,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",2017-01-06,United States,Lorain,Ohio,44052,East
CA-2017-127705,2017-06-02,AB-10255,Alejandro Ballentine,Home Office,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2017-06-06,United States,Lorain,Ohio,44052,East
CA-2017-127705,2017-06-02,AB-10255,Alejandro Ballentine,Home Office,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,2017-06-06,United States,Lorain,Ohio,44052,East
CA-2016-118052,2016-05-06,BE-11455,Brad Eason,Home Office,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,2016-05-10,United States,Lorain,Ohio,44052,East
CA-2016-118052,2016-05-06,BE-11455,Brad Eason,Home Office,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,2016-05-10,United States,Lorain,Ohio,44052,East
CA-2016-118052,2016-05-06,BE-11455,Brad Eason,Home Office,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,2016-05-10,United States,Lorain,Ohio,44052,East
US-2016-108777,2016-12-12,JM-15655,Jim Mitchum,Corporate,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,2016-12-12,United States,Lorain,Ohio,44052,East
US-2016-108777,2016-12-12,JM-15655,Jim Mitchum,Corporate,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,2016-12-12,United States,Lorain,Ohio,44052,East
CA-2014-108609,2014-10-31,AJ-10780,Anthony Jacobs,Corporate,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2014-11-02,United States,Lorain,Ohio,44052,East
CA-2017-105074,2017-06-24,MB-17305,Maria Bertelson,Consumer,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,2017-06-29,United States,Akron,Ohio,44312,East
CA-2017-147277,2017-10-20,EB-13705,Ed Braxton,Corporate,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,2017-10-24,United States,Akron,Ohio,44312,East
CA-2017-147277,2017-10-20,EB-13705,Ed Braxton,Corporate,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,2017-10-24,United States,Akron,Ohio,44312,East
CA-2014-164224,2014-05-18,TT-21070,Ted Trevino,Consumer,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,2014-05-20,United States,Akron,Ohio,44312,East
CA-2014-164224,2014-05-18,TT-21070,Ted Trevino,Consumer,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,2014-05-20,United States,Akron,Ohio,44312,East
CA-2017-109757,2017-09-04,MD-17350,Maribeth Dona,Consumer,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2017-09-09,United States,Akron,Ohio,44312,East
CA-2017-109757,2017-09-04,MD-17350,Maribeth Dona,Consumer,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,2017-09-09,United States,Akron,Ohio,44312,East
CA-2017-109757,2017-09-04,MD-17350,Maribeth Dona,Consumer,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,2017-09-09,United States,Akron,Ohio,44312,East
CA-2017-109757,2017-09-04,MD-17350,Maribeth Dona,Consumer,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",2017-09-09,United States,Akron,Ohio,44312,East
CA-2017-166576,2017-05-16,JM-15865,John Murray,Consumer,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",2017-05-18,United States,Akron,Ohio,44312,East
US-2015-147662,2015-02-14,KB-16315,Karl Braun,Consumer,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,2015-02-19,United States,Akron,Ohio,44312,East
US-2015-147662,2015-02-14,KB-16315,Karl Braun,Consumer,TEC-PH-10002834,Technology,Phones,Google Nexus 5,2015-02-19,United States,Akron,Ohio,44312,East
US-2015-147662,2015-02-14,KB-16315,Karl Braun,Consumer,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2015-02-19,United States,Akron,Ohio,44312,East
US-2015-147662,2015-02-14,KB-16315,Karl Braun,Consumer,OFF-AR-10004999,Office Supplies,Art,Newell 315,2015-02-19,United States,Akron,Ohio,44312,East
US-2015-147662,2015-02-14,KB-16315,Karl Braun,Consumer,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,2015-02-19,United States,Akron,Ohio,44312,East
CA-2017-147403,2017-09-10,KH-16630,Ken Heidel,Corporate,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,2017-09-13,United States,Akron,Ohio,44312,East
CA-2016-102596,2016-12-27,RD-19810,Ross DeVincentis,Home Office,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",2016-12-30,United States,Akron,Ohio,44312,East
CA-2016-136770,2016-08-14,SP-20650,Stephanie Phelps,Corporate,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,2016-08-18,United States,Akron,Ohio,44312,East
CA-2016-136770,2016-08-14,SP-20650,Stephanie Phelps,Corporate,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,2016-08-18,United States,Akron,Ohio,44312,East
CA-2016-136770,2016-08-14,SP-20650,Stephanie Phelps,Corporate,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,2016-08-18,United States,Akron,Ohio,44312,East
CA-2014-111360,2014-11-24,AT-10435,Alyssa Tate,Home Office,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,2014-11-30,United States,Akron,Ohio,44312,East
CA-2017-121300,2017-09-29,MG-17680,Maureen Gastineau,Home Office,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",2017-09-29,United States,Mentor,Ohio,44060,East
CA-2017-121300,2017-09-29,MG-17680,Maureen Gastineau,Home Office,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,2017-09-29,United States,Mentor,Ohio,44060,East
CA-2017-121300,2017-09-29,MG-17680,Maureen Gastineau,Home Office,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,2017-09-29,United States,Mentor,Ohio,44060,East
CA-2017-121300,2017-09-29,MG-17680,Maureen Gastineau,Home Office,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,2017-09-29,United States,Mentor,Ohio,44060,East
CA-2017-121300,2017-09-29,MG-17680,Maureen Gastineau,Home Office,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,2017-09-29,United States,Mentor,Ohio,44060,East
CA-2017-121300,2017-09-29,MG-17680,Maureen Gastineau,Home Office,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,2017-09-29,United States,Mentor,Ohio,44060,East
CA-2015-131884,2015-12-06,DK-13375,Dennis Kane,Consumer,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,2015-12-06,United States,Marion,Ohio,43302,East
CA-2015-131884,2015-12-06,DK-13375,Dennis Kane,Consumer,OFF-AR-10004078,Office Supplies,Art,Newell 312,2015-12-06,United States,Marion,Ohio,43302,East
CA-2015-131884,2015-12-06,DK-13375,Dennis Kane,Consumer,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,2015-12-06,United States,Marion,Ohio,43302,East
CA-2017-152856,2017-09-08,RS-19765,Roland Schwarz,Corporate,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,2017-09-10,United States,Marion,Ohio,43302,East
CA-2017-117821,2017-06-12,HG-15025,Hunter Glantz,Consumer,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,2017-06-16,United States,Marion,Ohio,43302,East
US-2014-123519,2014-12-14,SS-20875,Sung Shariari,Consumer,OFF-AR-10003829,Office Supplies,Art,Newell 35,2014-12-21,United States,Marion,Ohio,43302,East
US-2014-123519,2014-12-14,SS-20875,Sung Shariari,Consumer,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2014-12-21,United States,Marion,Ohio,43302,East
US-2014-123519,2014-12-14,SS-20875,Sung Shariari,Consumer,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2014-12-21,United States,Marion,Ohio,43302,East
CA-2017-145660,2017-12-01,MG-17650,Matthew Grinstein,Home Office,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,2017-12-03,United States,Marion,Ohio,43302,East
CA-2017-148138,2017-09-29,ME-18010,Michelle Ellison,Corporate,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,2017-10-03,United States,Marion,Ohio,43302,East
CA-2015-116484,2015-11-20,JK-15205,Jamie Kunitz,Consumer,FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,2015-11-26,United States,Marion,Ohio,43302,East
CA-2015-116484,2015-11-20,JK-15205,Jamie Kunitz,Consumer,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",2015-11-26,United States,Marion,Ohio,43302,East
CA-2015-101889,2015-12-27,DB-13120,David Bremer,Corporate,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2015-12-31,United States,Marion,Ohio,43302,East
CA-2015-101889,2015-12-27,DB-13120,David Bremer,Corporate,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,2015-12-31,United States,Marion,Ohio,43302,East
CA-2014-110072,2014-10-22,MG-17680,Maureen Gastineau,Home Office,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",2014-10-28,United States,Newark,Ohio,43055,East
US-2015-101511,2015-11-21,JE-15745,Joel Eaton,Consumer,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",2015-11-23,United States,Newark,Ohio,43055,East
US-2015-101511,2015-11-21,JE-15745,Joel Eaton,Consumer,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,2015-11-23,United States,Newark,Ohio,43055,East
CA-2016-106341,2016-10-20,LF-17185,Luke Foster,Consumer,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2016-10-23,United States,Newark,Ohio,43055,East
CA-2017-108910,2017-09-24,KC-16540,Kelly Collister,Consumer,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",2017-09-29,United States,Newark,Ohio,43055,East
US-2017-161193,2017-11-20,BT-11680,Brian Thompson,Consumer,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",2017-11-26,United States,Newark,Ohio,43055,East
US-2017-161193,2017-11-20,BT-11680,Brian Thompson,Consumer,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2017-11-26,United States,Newark,Ohio,43055,East
US-2017-116659,2017-11-12,NG-18355,Nat Gilpin,Corporate,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,2017-11-12,United States,Newark,Ohio,43055,East
CA-2017-134404,2017-12-27,DR-12880,Dan Reichenbach,Corporate,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,2017-12-27,United States,Newark,Ohio,43055,East
CA-2017-134404,2017-12-27,DR-12880,Dan Reichenbach,Corporate,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,2017-12-27,United States,Newark,Ohio,43055,East
CA-2016-165015,2016-02-25,BD-11725,Bruce Degenhardt,Consumer,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,2016-02-27,United States,Newark,Ohio,43055,East
CA-2016-144554,2016-11-07,DM-13345,Denise Monton,Corporate,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,2016-11-12,United States,Newark,Ohio,43055,East
CA-2015-147830,2015-12-15,NF-18385,Natalie Fritzler,Consumer,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2015-12-18,United States,Newark,Ohio,43055,East
CA-2015-147830,2015-12-15,NF-18385,Natalie Fritzler,Consumer,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,2015-12-18,United States,Newark,Ohio,43055,East
CA-2015-147830,2015-12-15,NF-18385,Natalie Fritzler,Consumer,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,2015-12-18,United States,Newark,Ohio,43055,East
CA-2015-147830,2015-12-15,NF-18385,Natalie Fritzler,Consumer,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",2015-12-18,United States,Newark,Ohio,43055,East
CA-2014-140228,2014-04-28,GB-14530,George Bell,Corporate,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,2014-05-03,United States,Newark,Ohio,43055,East
CA-2014-140228,2014-04-28,GB-14530,George Bell,Corporate,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,2014-05-03,United States,Newark,Ohio,43055,East
CA-2014-140228,2014-04-28,GB-14530,George Bell,Corporate,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",2014-05-03,United States,Newark,Ohio,43055,East
CA-2016-111283,2016-02-29,LC-16870,Lena Cacioppo,Consumer,OFF-AR-10001615,Office Supplies,Art,Newell 34,2016-03-04,United States,Newark,Ohio,43055,East
CA-2016-141957,2016-07-21,JG-15310,Jason Gross,Corporate,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,2016-07-21,United States,Newark,Ohio,43055,East
CA-2016-141957,2016-07-21,JG-15310,Jason Gross,Corporate,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2016-07-21,United States,Newark,Ohio,43055,East
CA-2016-141957,2016-07-21,JG-15310,Jason Gross,Corporate,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,2016-07-21,United States,Newark,Ohio,43055,East
CA-2016-141957,2016-07-21,JG-15310,Jason Gross,Corporate,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",2016-07-21,United States,Newark,Ohio,43055,East
CA-2017-128944,2017-06-19,KH-16330,Katharine Harms,Corporate,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,2017-06-21,United States,Newark,Ohio,43055,East
CA-2017-128944,2017-06-19,KH-16330,Katharine Harms,Corporate,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,2017-06-21,United States,Newark,Ohio,43055,East
CA-2017-128944,2017-06-19,KH-16330,Katharine Harms,Corporate,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",2017-06-21,United States,Newark,Ohio,43055,East
CA-2016-129280,2016-05-03,SM-20905,Susan MacKendrick,Consumer,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,2016-05-05,United States,Newark,Ohio,43055,East
CA-2016-129280,2016-05-03,SM-20905,Susan MacKendrick,Consumer,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,2016-05-05,United States,Newark,Ohio,43055,East
CA-2016-129280,2016-05-03,SM-20905,Susan MacKendrick,Consumer,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",2016-05-05,United States,Newark,Ohio,43055,East
CA-2016-129280,2016-05-03,SM-20905,Susan MacKendrick,Consumer,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),2016-05-05,United States,Newark,Ohio,43055,East
CA-2016-129280,2016-05-03,SM-20905,Susan MacKendrick,Consumer,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,2016-05-05,United States,Newark,Ohio,43055,East
CA-2016-129280,2016-05-03,SM-20905,Susan MacKendrick,Consumer,OFF-LA-10000081,Office Supplies,Labels,Avery 496,2016-05-05,United States,Newark,Ohio,43055,East
CA-2014-118192,2014-01-13,MM-17920,Michael Moore,Consumer,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,2014-01-18,United States,Newark,Ohio,43055,East
CA-2014-118192,2014-01-13,MM-17920,Michael Moore,Consumer,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,2014-01-18,United States,Newark,Ohio,43055,East
CA-2016-116974,2016-10-09,MP-17965,Michael Paige,Corporate,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,2016-10-15,United States,Troy,Ohio,45373,East
CA-2015-135174,2015-04-30,BP-11230,Benjamin Patterson,Consumer,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,2015-05-02,United States,Troy,Ohio,45373,East
CA-2016-104969,2016-04-08,EH-14125,Eugene Hildebrand,Home Office,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,2016-04-14,United States,Troy,Ohio,45373,East
CA-2016-104969,2016-04-08,EH-14125,Eugene Hildebrand,Home Office,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,2016-04-14,United States,Troy,Ohio,45373,East
CA-2015-166338,2015-12-06,MP-18175,Mike Pelletier,Home Office,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,2015-12-07,United States,Troy,Ohio,45373,East
CA-2015-106362,2015-12-11,LC-16885,Lena Creighton,Consumer,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,2015-12-15,United States,Troy,Ohio,45373,East
US-2016-136581,2016-11-10,SV-20365,Seth Vernon,Consumer,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,2016-11-12,United States,Troy,Ohio,45373,East
CA-2015-162950,2015-06-28,DW-13585,Dorothy Wardle,Corporate,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,2015-07-03,United States,Troy,Ohio,45373,East
